figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S22,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/audit.json
S22,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/condition_summary.csv
S22,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/mechanism_audit.json
S22,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/mechanism_gradient_summary.csv
S22,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/paired_contrasts.csv
S22,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/seed_outcomes.csv
S22,A,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/audit.json
S22,A,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/combined_seed_outcomes.csv
S22,A,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/condition_summary.csv
S22,A,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/paired_contrasts.csv
S22,A,source_index,,,,,,,,,,,source_data/task_family_alignment/audit.json
S22,A,source_index,,,,,,,,,,,source_data/task_family_alignment/condition_summary.csv
S22,A,source_index,,,,,,,,,,,source_data/task_family_alignment/paired_contrasts.csv
S22,A,source_index,,,,,,,,,,,source_data/task_family_alignment/seed_outcomes.csv
S22,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/audit.json
S22,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/condition_summary.csv
S22,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/mechanism_audit.json
S22,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/mechanism_gradient_summary.csv
S22,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/paired_contrasts.csv
S22,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/seed_outcomes.csv
S22,B,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/audit.json
S22,B,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/combined_seed_outcomes.csv
S22,B,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/condition_summary.csv
S22,B,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/paired_contrasts.csv
S22,B,source_index,,,,,,,,,,,source_data/task_family_alignment/audit.json
S22,B,source_index,,,,,,,,,,,source_data/task_family_alignment/condition_summary.csv
S22,B,source_index,,,,,,,,,,,source_data/task_family_alignment/paired_contrasts.csv
S22,B,source_index,,,,,,,,,,,source_data/task_family_alignment/seed_outcomes.csv
S22,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/audit.json
S22,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/condition_summary.csv
S22,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/mechanism_audit.json
S22,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/mechanism_gradient_summary.csv
S22,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/paired_contrasts.csv
S22,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_confirmatory/seed_outcomes.csv
S22,C,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls/audit.json
