figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/HANDOFF.md
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/METHODS.md
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/README.md
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/RESULTS.md
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/SI_NOTE.md
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/all_fit_outcomes.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/calibration_selection_records.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/calibration_timing.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/candidate_bound_diagnostics.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/candidate_outcomes.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820910.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820911.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820912.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820913.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820914.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820915.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820916.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820917.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820918.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820919.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820920.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820921.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820922.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820923.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820924.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820925.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820926.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820927.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820928.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/adaptive_choices_820929.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820910.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820911.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820912.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820913.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820914.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820915.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820916.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820917.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820918.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820919.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820920.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820921.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820922.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820923.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820924.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820925.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820926.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820927.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820928.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_audit_820929.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820910.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820911.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820912.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820913.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820914.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820915.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820916.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820917.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820918.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820919.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820920.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820921.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820922.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820923.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820924.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820925.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820926.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820927.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820928.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/calibration_samples_820929.npz
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820910.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820911.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820912.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820913.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820914.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820915.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820916.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820917.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820918.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820919.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820920.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820921.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820922.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820923.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820924.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820925.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820926.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820927.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820928.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcome_audit_820929.json
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820910.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820911.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820912.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820913.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820914.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820915.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820916.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820917.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820918.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820919.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820920.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820921.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820922.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820923.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820924.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820925.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820926.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820927.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820928.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/outcomes_820929.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820910.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820911.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820912.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820913.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820914.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820915.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820916.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820917.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820918.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820919.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820920.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820921.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820922.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820923.csv
S36,A,source_index,,,,,,,,,,,source_data/morphology_calibration/confirmatory/scores_820924.csv
