figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/HANDOFF.md
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/METHODS.md
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/README.md
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/RESULTS.md
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/SCHEMA.md
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/all_rate_condition_summary.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/all_rate_endpoints.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/all_trajectories.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/analysis_printout.txt
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/analysis_record.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/condition_summary.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/development_rate_scores.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/independent_validation_rows.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/paired_primary_contrasts.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/paired_same_rate_contrasts.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/primary_contrasts.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/protocol.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/protocol_freeze.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/protocol_printout.txt
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026110.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026110.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026110.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026111.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026111.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026111.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026112.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026112.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026112.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026113.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026113.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026113.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026114.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026114.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/development/seed_2026114.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/excluded_smoke/seed_2026000.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/excluded_smoke/seed_2026000.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/excluded_smoke/seed_2026000.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026210.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026210.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026210.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026211.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026211.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026211.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026212.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026212.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026212.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026213.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026213.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026213.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026214.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026214.json
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026214.npz
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026215.csv
S15,A,source_index,,,,,,,,,,,source_data/boolean_morphology/runs/fresh/seed_2026215.json
