figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S10,A,source_index,,,,,,,,,,,source_data/clean_exact_bp/condition_summary.csv
S10,A,source_index,,,,,,,,,,,source_data/clean_exact_bp/exact_bp_contrasts.csv
S10,A,source_index,,,,,,,,,,,source_data/clean_exact_bp/paired_differences.csv
S10,A,source_index,,,,,,,,,,,source_data/clean_exact_bp/run_outcomes.csv
S10,A,source_index,,,,,,,,,,,source_data/clean_exact_bp/summary.json
S10,A,source_index,,,,,,,,,,,source_data/prospective_input_validity/central_valid_condition_summary.csv
S10,A,source_index,,,,,,,,,,,source_data/prospective_input_validity/central_valid_paired_contrasts.csv
S10,A,source_index,,,,,,,,,,,source_data/prospective_input_validity/central_valid_seed_outcomes.csv
S10,A,source_index,,,,,,,,,,,source_data/trained_subtree_address/condition_summary.csv
S10,A,source_index,,,,,,,,,,,source_data/trained_subtree_address/gradient_audit.csv
S10,A,source_index,,,,,,,,,,,source_data/trained_subtree_address/mechanism_ledger.csv
S10,A,source_index,,,,,,,,,,,source_data/trained_subtree_address/paired_contrasts.csv
S10,A,source_index,,,,,,,,,,,source_data/trained_subtree_address/seed_outcomes.csv
S10,A,source_index,,,,,,,,,,,source_data/trained_subtree_address/summary.json
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/boundary_by_seed.csv
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/boundary_order.json
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/boundary_summary.csv
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/condition_summary.csv
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/interaction_summary.csv
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/paired_contrasts.csv
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/plotted_crossings.csv
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/seed_outcomes.csv
S10,B,source_index,,,,,,,,,,,source_data/path_necessity_fashion/seedwise_interactions.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/README.md
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/condition_summary.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/endpoint_replay.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/fashion_cache_manifest.json
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/figure_S29_gradient_intervals.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/gradient_trajectories.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/report.json
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/runs/endpoints_11000.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/runs/endpoints_11001.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/runs/endpoints_11002.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/runs/endpoints_11003.csv
S10,B,source_index,,,,,,,,,,,source_data/review_branch_trajectories/runs/endpoints_11004.csv
