figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/README.md
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/development_fit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/figure_condition_summary.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/figure_gradient_summary.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/figure_table_provenance.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/protocol.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/protocol_freeze.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/development/seed_126100.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/development/seed_126100_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/development/seed_126101.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/development/seed_126101_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/development/seed_126102.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/development/seed_126102_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127200.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127200_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127201.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127201_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127202.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127202_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127203.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127203_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127204.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127204_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127205.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127205_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127206.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127206_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127207.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127207_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127208.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127208_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127209.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127209_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127210.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127210_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127211.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127211_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127212.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127212_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127213.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127213_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127214.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127214_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127215.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127215_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127216.csv
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127216_audit.json
S13,A,source_index,,,,,,,,,,,source_data/morphology_credit/runs/fresh/seed_127217.csv
