figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S29,A,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/cell_condition_metrics.csv
S29,A,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/condition_summary.csv
S29,A,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/paired_contrasts.csv
S29,A,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/site_outcomes.csv.gz
S29,A,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/summary.json
S29,B,source_index,,,,,,,,,,,source_data/figure4/direct_typed_category_effects.csv
S29,B,source_index,,,,,,,,,,,source_data/figure4/direct_typed_cell_primary_contrasts.csv
S29,B,source_index,,,,,,,,,,,source_data/figure4/direct_typed_focal_localization.csv
S29,B,source_index,,,,,,,,,,,source_data/figure4/direct_typed_summary.json
S29,B,source_index,,,,,,,,,,,source_data/figure4/irev0_summary.json
S29,B,source_index,,,,,,,,,,,source_data/figure4/irevm0p5_summary.json
S29,B,source_index,,,,,,,,,,,source_data/figure4/scale0p1_summary.json
S29,B,source_index,,,,,,,,,,,source_data/figure4/scale1p0_summary.json
S29,B,source_index,,,,,,,,,,,source_data/figure4/summary.json
S29,B,source_index,,,,,,,,,,,source_data/review_focal_depth/figure_S21_depth_intervals.csv
S29,C,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/cell_condition_metrics.csv
S29,C,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/condition_summary.csv
S29,C,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/paired_contrasts.csv
S29,C,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/site_outcomes.csv.gz
S29,C,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/summary.json
S29,D,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/cell_condition_metrics.csv
S29,D,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/condition_summary.csv
S29,D,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/paired_contrasts.csv
S29,D,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/site_outcomes.csv.gz
S29,D,source_index,,,,,,,,,,,source_data/focal_selectivity_phase1/summary.json
S29,E,source_index,,,,,,,,,,,source_data/figure4/direct_typed_category_effects.csv
S29,E,source_index,,,,,,,,,,,source_data/figure4/direct_typed_cell_primary_contrasts.csv
S29,E,source_index,,,,,,,,,,,source_data/figure4/direct_typed_focal_localization.csv
S29,E,source_index,,,,,,,,,,,source_data/figure4/direct_typed_summary.json
S29,E,source_index,,,,,,,,,,,source_data/figure4/irev0_summary.json
S29,E,source_index,,,,,,,,,,,source_data/figure4/irevm0p5_summary.json
S29,E,source_index,,,,,,,,,,,source_data/figure4/scale0p1_summary.json
S29,E,source_index,,,,,,,,,,,source_data/figure4/scale1p0_summary.json
S29,E,source_index,,,,,,,,,,,source_data/figure4/summary.json
S29,E,source_index,,,,,,,,,,,source_data/review_focal_depth/figure_S21_depth_intervals.csv
S29,F,source_index,,,,,,,,,,,source_data/figure4/direct_typed_category_effects.csv
S29,F,source_index,,,,,,,,,,,source_data/figure4/direct_typed_cell_primary_contrasts.csv
S29,F,source_index,,,,,,,,,,,source_data/figure4/direct_typed_focal_localization.csv
S29,F,source_index,,,,,,,,,,,source_data/figure4/direct_typed_summary.json
S29,F,source_index,,,,,,,,,,,source_data/figure4/irev0_summary.json
S29,F,source_index,,,,,,,,,,,source_data/figure4/irevm0p5_summary.json
S29,F,source_index,,,,,,,,,,,source_data/figure4/scale0p1_summary.json
S29,F,source_index,,,,,,,,,,,source_data/figure4/scale1p0_summary.json
S29,F,source_index,,,,,,,,,,,source_data/figure4/summary.json
S29,F,source_index,,,,,,,,,,,source_data/review_focal_depth/figure_S21_depth_intervals.csv
