figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S23,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_accessibility/bp_seed_rows.csv
S23,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_boundary/bp_seed_rows.csv
S23,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_canary/bp_aligned_seed_rows.csv
S23,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_coupling/bp_seed_rows.csv
S23,A,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_signal/bp_seed_rows.csv
S23,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_accessibility/bp_seed_rows.csv
S23,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_boundary/bp_seed_rows.csv
S23,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_canary/bp_aligned_seed_rows.csv
S23,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_coupling/bp_seed_rows.csv
S23,B,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_signal/bp_seed_rows.csv
S23,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_accessibility/bp_seed_rows.csv
S23,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_boundary/bp_seed_rows.csv
S23,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_canary/bp_aligned_seed_rows.csv
S23,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_coupling/bp_seed_rows.csv
S23,C,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_signal/bp_seed_rows.csv
S23,D,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_accessibility/bp_seed_rows.csv
S23,D,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_boundary/bp_seed_rows.csv
S23,D,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_canary/bp_aligned_seed_rows.csv
S23,D,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_coupling/bp_seed_rows.csv
S23,D,source_index,,,,,,,,,,,source_data/nonlinear_physical_depth_signal/bp_seed_rows.csv
