figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S4,A,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/branch_reliability.csv
S4,A,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/condition_summary.csv
S4,A,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/extended_contrasts.csv
S4,A,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/seed_outcomes.csv
S4,A,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/summary.json
S4,B,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/branch_reliability.csv
S4,B,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/condition_summary.csv
S4,B,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/extended_contrasts.csv
S4,B,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/seed_outcomes.csv
S4,B,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent/summary.json
S4,C,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent
S4,D,source_index,,,,,,,,,,,source_data/positive_conductance_reliability_step_consistent
