figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S26,A,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/cohort_overlap.csv
S26,A,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_3d_matched_target_metrics.csv
S26,A,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_axon_metrics.csv
S26,A,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_connection_topology.csv
S26,A,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/route_capture_curves.csv
S26,A,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/target_metrics.csv
S26,B,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/cohort_overlap.csv
S26,B,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_3d_matched_target_metrics.csv
S26,B,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_axon_metrics.csv
S26,B,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_connection_topology.csv
S26,B,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/route_capture_curves.csv
S26,B,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/target_metrics.csv
S26,C,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/cohort_overlap.csv
S26,C,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_3d_matched_target_metrics.csv
S26,C,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_axon_metrics.csv
S26,C,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_connection_topology.csv
S26,C,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/route_capture_curves.csv
S26,C,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/target_metrics.csv
S26,D,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/cohort_overlap.csv
S26,D,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_3d_matched_target_metrics.csv
S26,D,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_axon_metrics.csv
S26,D,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_connection_topology.csv
S26,D,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/route_capture_curves.csv
S26,D,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/target_metrics.csv
S26,E,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/cohort_overlap.csv
S26,E,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_3d_matched_target_metrics.csv
S26,E,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_axon_metrics.csv
S26,E,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_connection_topology.csv
S26,E,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/route_capture_curves.csv
S26,E,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/target_metrics.csv
S26,F,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/cohort_overlap.csv
S26,F,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_3d_matched_target_metrics.csv
S26,F,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_axon_metrics.csv
S26,F,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/inhibitory_connection_topology.csv
S26,F,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/route_capture_curves.csv
S26,F,source_index,,,,,,,,,,,source_data/microns_inhibitory_routes/target_metrics.csv
