figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_summary_ch1.json
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_summary_ch2.json
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_summary_ch4.json
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_summary_ch8.json
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_target_method_means_ch1.csv
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_target_method_means_ch2.csv
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_target_method_means_ch4.csv
S31,A,source_index,,,,,,,,,,,source_data/figure5/task_target_method_means_ch8.csv
S31,B,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_actual_support.npz
S31,B,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_prediction_summary.csv
S31,B,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_support.csv
S31,B,source_index,,,,,,,,,,,source_data/figure3/segment_metrics.csv
S31,B,source_index,,,,,,,,,,,source_data/fulltree_boundary/output/dictionary_and_validation_metadata.jsonl
S31,B,source_index,,,,,,,,,,,source_data/fulltree_within_span_oracle/cell_metrics.csv
S31,B,source_index,,,,,,,,,,,source_data/fulltree_within_span_oracle/condition_summary.csv
S31,B,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/functional_native_contrasts.csv
S31,B,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/functional_native_target_effects.csv
S31,B,source_index,,,,,,,,,,,source_data/review_response_baselines/target_metrics.csv
S31,C,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_actual_support.npz
S31,C,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_prediction_summary.csv
S31,C,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_support.csv
S31,C,source_index,,,,,,,,,,,source_data/figure3/segment_metrics.csv
S31,C,source_index,,,,,,,,,,,source_data/fulltree_boundary/output/dictionary_and_validation_metadata.jsonl
S31,C,source_index,,,,,,,,,,,source_data/fulltree_within_span_oracle/cell_metrics.csv
S31,C,source_index,,,,,,,,,,,source_data/fulltree_within_span_oracle/condition_summary.csv
S31,C,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/functional_native_contrasts.csv
S31,C,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/functional_native_target_effects.csv
S31,C,source_index,,,,,,,,,,,source_data/review_response_baselines/target_metrics.csv
S31,D,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_actual_support.npz
S31,D,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_prediction_summary.csv
S31,D,source_index,,,,,,,,,,,source_data/credit_first_figures/figure_08_support.csv
S31,D,source_index,,,,,,,,,,,source_data/figure3/segment_metrics.csv
