figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S24,A,source_index,,,,,,,,,,,source_data/physical_alignment_dose/audit.json
S24,A,source_index,,,,,,,,,,,source_data/physical_alignment_dose/combined_seed_outcomes.csv
S24,A,source_index,,,,,,,,,,,source_data/physical_alignment_dose/condition_summary.csv
S24,A,source_index,,,,,,,,,,,source_data/physical_alignment_dose/paired_contrasts.csv
S24,A,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/audit.json
S24,A,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/condition_summary.csv
S24,A,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/paired_contrasts.csv
S24,A,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/seed_outcomes_with_h3_reference.csv
S24,B,source_index,,,,,,,,,,,source_data/physical_alignment_dose/audit.json
S24,B,source_index,,,,,,,,,,,source_data/physical_alignment_dose/combined_seed_outcomes.csv
S24,B,source_index,,,,,,,,,,,source_data/physical_alignment_dose/condition_summary.csv
S24,B,source_index,,,,,,,,,,,source_data/physical_alignment_dose/paired_contrasts.csv
S24,B,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/audit.json
S24,B,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/condition_summary.csv
S24,B,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/paired_contrasts.csv
S24,B,source_index,,,,,,,,,,,source_data/remaining_physical_experiments/seed_outcomes_with_h3_reference.csv
S24,C,source_index,,,,,,,,,,,source_data/remaining_physical_experiments
S24,C,source_index,,,,,,,,,,,source_data/point_dendrite_credit_controls
