figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/README.md
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/condition_summary.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/figure_S34_provenance.json
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/heldout_exclusion_audit.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/input_manifest.json
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/outer_split_audit.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/paired_ridge_contrasts.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/perturbation_runs.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/report.json
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/run_metrics.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/scan_metrics.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/target_metrics.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/training_only_reliability.csv
S32,A,source_index,,,,,,,,,,,source_data/review_response_baselines/validation_report.json
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/README.md
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/condition_summary.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/figure_S34_provenance.json
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/heldout_exclusion_audit.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/input_manifest.json
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/outer_split_audit.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/paired_ridge_contrasts.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/perturbation_runs.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/report.json
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/run_metrics.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/scan_metrics.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/target_metrics.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/training_only_reliability.csv
S32,B,source_index,,,,,,,,,,,source_data/review_response_baselines/validation_report.json
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/README.md
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/condition_summary.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/figure_S34_provenance.json
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/heldout_exclusion_audit.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/input_manifest.json
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/outer_split_audit.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/paired_ridge_contrasts.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/perturbation_runs.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/report.json
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/run_metrics.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/scan_metrics.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/target_metrics.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/training_only_reliability.csv
S32,C,source_index,,,,,,,,,,,source_data/review_response_baselines/validation_report.json
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/README.md
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/condition_summary.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/figure_S34_provenance.json
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/heldout_exclusion_audit.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/input_manifest.json
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/outer_split_audit.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/paired_ridge_contrasts.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/perturbation_runs.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/report.json
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/run_metrics.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/scan_metrics.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/target_metrics.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/training_only_reliability.csv
S32,D,source_index,,,,,,,,,,,source_data/review_response_baselines/validation_report.json
