figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S21,A,source_index,,,,,,,,,,,source_data/conductance_credit_demand/opponent/summaries/context_gradient_summary.csv
S21,A,source_index,,,,,,,,,,,source_data/conductance_local_gate/figures/local_gate_all_rates.png
S21,A,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/all_endpoints.csv
S21,A,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/condition_means.csv
S21,B,source_index,,,,,,,,,,,source_data/conductance_credit_demand/opponent/summaries/context_gradient_summary.csv
S21,B,source_index,,,,,,,,,,,source_data/conductance_local_gate/figures/local_gate_all_rates.png
S21,B,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/all_endpoints.csv
S21,B,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/condition_means.csv
S21,C,source_index,,,,,,,,,,,source_data/conductance_credit_demand/opponent/summaries/context_gradient_summary.csv
S21,C,source_index,,,,,,,,,,,source_data/conductance_local_gate/figures/local_gate_all_rates.png
S21,C,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/all_endpoints.csv
S21,C,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/condition_means.csv
S21,D,source_index,,,,,,,,,,,source_data/conductance_credit_demand/opponent/summaries/context_gradient_summary.csv
S21,D,source_index,,,,,,,,,,,source_data/conductance_local_gate/figures/local_gate_all_rates.png
S21,D,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/all_endpoints.csv
S21,D,source_index,,,,,,,,,,,source_data/conductance_local_gate/summaries/condition_means.csv
