figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S5,A,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/paired_contrasts.csv
S5,A,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/predicted_sample_crossovers.csv
S5,A,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/seed_trajectories.csv
S5,A,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/summary.json
S5,A,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/theory_predictions.csv
S5,B,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/paired_contrasts.csv
S5,B,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/predicted_sample_crossovers.csv
S5,B,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/seed_trajectories.csv
S5,B,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/summary.json
S5,B,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/theory_predictions.csv
S5,C,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/paired_contrasts.csv
S5,C,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/predicted_sample_crossovers.csv
S5,C,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/seed_trajectories.csv
S5,C,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/summary.json
S5,C,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/theory_predictions.csv
S5,D,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/paired_contrasts.csv
S5,D,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/predicted_sample_crossovers.csv
S5,D,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/seed_trajectories.csv
S5,D,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/summary.json
S5,D,source_index,,,,,,,,,,,source_data/same_span_coefficient_learning/theory_predictions.csv
