figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/README.md
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/cell_sensitivity_means.csv
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/compression_geometry_audit.csv
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_by_cell.csv
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_pooled.csv
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/label_missingness.csv
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/mapping_radius_sensitivity.csv
S28,A,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/report.json
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/README.md
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/cell_sensitivity_means.csv
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/compression_geometry_audit.csv
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_by_cell.csv
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_pooled.csv
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/label_missingness.csv
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/mapping_radius_sensitivity.csv
S28,B,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/report.json
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/README.md
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/cell_sensitivity_means.csv
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/compression_geometry_audit.csv
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_by_cell.csv
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_pooled.csv
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/label_missingness.csv
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/mapping_radius_sensitivity.csv
S28,C,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/report.json
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/README.md
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/cell_sensitivity_means.csv
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/compression_geometry_audit.csv
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_by_cell.csv
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_pooled.csv
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/label_missingness.csv
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/mapping_radius_sensitivity.csv
S28,D,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/report.json
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/README.md
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/cell_sensitivity_means.csv
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/compression_geometry_audit.csv
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_by_cell.csv
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_pooled.csv
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/label_missingness.csv
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/mapping_radius_sensitivity.csv
S28,E,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/report.json
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/README.md
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/cell_sensitivity_means.csv
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/compression_geometry_audit.csv
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_by_cell.csv
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/confusion_pooled.csv
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/label_missingness.csv
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/mapping_radius_sensitivity.csv
S28,F,source_index,,,,,,,,,,,source_data/review_morphology_uncertainty/report.json
