figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/DERIVATION.md
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/README.md
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/REPORT.md
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/dependency_versions.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/export_manifest.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/fresh_validation.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/operator_test_results.txt
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/protocol.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/protocol_freeze_stdout.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/slurm_accounting.tsv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/comparative_computational_cost.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/endpoint_oracle_choices.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/endpoint_policies_with_secondary_baselines.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/endpoint_summary_with_secondary_baselines.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/observed_context_counts.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/observed_count_timings.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/paired_contrasts_with_secondary_baselines.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/paired_primary_contrasts.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/policy_summary.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/report.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/selected_policies.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/selection_budget_tree_counts.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/supplemental_report.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/timing_summary.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/timings.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/comparative_computational_cost.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/endpoint_oracle_choices.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/endpoint_policies_with_secondary_baselines.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/endpoint_summary_with_secondary_baselines.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/observed_context_counts.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/observed_count_timings.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/paired_contrasts_with_secondary_baselines.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/paired_primary_contrasts.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/policy_summary.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/report.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/selected_policies.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/selection_budget_tree_counts.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/supplemental_report.json
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/timing_summary.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/fresh/timings.csv
S35,A,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/supplemental_baseline_protocol.json
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/DERIVATION.md
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/README.md
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/REPORT.md
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/dependency_versions.json
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/export_manifest.json
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/fresh_validation.json
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/operator_test_results.txt
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/protocol.json
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/protocol_freeze_stdout.json
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/slurm_accounting.tsv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/comparative_computational_cost.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/endpoint_oracle_choices.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/endpoint_policies_with_secondary_baselines.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/endpoint_summary_with_secondary_baselines.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/observed_context_counts.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/observed_count_timings.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/paired_contrasts_with_secondary_baselines.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/paired_primary_contrasts.csv
S35,B,source_index,,,,,,,,,,,source_data/morphology_finite_horizon/summaries/development/policy_summary.csv
