figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S9,A,source_index,,,,,,,,,,,source_data/spatial_topology_audit/owner_metrics.csv
S9,A,source_index,,,,,,,,,,,source_data/spatial_topology_audit/task_feedback_effects.csv
S9,B,source_index,,,,,,,,,,,source_data/spatial_topology_audit/owner_metrics.csv
S9,B,source_index,,,,,,,,,,,source_data/spatial_topology_audit/task_feedback_effects.csv
S9,C,source_index,,,,,,,,,,,source_data/spatial_topology_audit/owner_metrics.csv
S9,C,source_index,,,,,,,,,,,source_data/spatial_topology_audit/task_feedback_effects.csv
S9,D,source_index,,,,,,,,,,,source_data/spatial_topology_audit/owner_metrics.csv
S9,D,source_index,,,,,,,,,,,source_data/spatial_topology_audit/task_feedback_effects.csv
S9,E,source_index,,,,,,,,,,,source_data/prospective_input_validity/followup_publication_condition_summary.csv
S9,E,source_index,,,,,,,,,,,source_data/prospective_input_validity/followup_publication_paired_contrasts.csv
S9,E,source_index,,,,,,,,,,,source_data/prospective_input_validity/followup_publication_seed_outcomes.csv
S9,F,source_index,,,,,,,,,,,source_data/prospective_input_validity/followup_publication_condition_summary.csv
S9,F,source_index,,,,,,,,,,,source_data/prospective_input_validity/followup_publication_paired_contrasts.csv
S9,F,source_index,,,,,,,,,,,source_data/prospective_input_validity/followup_publication_seed_outcomes.csv
