figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S8,A,source_index,,,,,,,,,,,source_data/figure2/feedback_gradient_runs.csv
S8,A,source_index,,,,,,,,,,,source_data/figure2/path_gain_dispersion_ladder_runs.csv
S8,A,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/audit.json
S8,A,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/condition_summary.csv
S8,A,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/paired_contrasts.csv
S8,A,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/seed_outcomes.csv
S8,A,source_index,,,,,,,,,,,source_data/prospective_input_validity/historical_run_validity.csv
S8,A,source_index,,,,,,,,,,,source_data/prospective_input_validity/summary.json
S8,B,source_index,,,,,,,,,,,source_data/figure2/feedback_gradient_runs.csv
S8,B,source_index,,,,,,,,,,,source_data/figure2/path_gain_dispersion_ladder_runs.csv
S8,B,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/audit.json
S8,B,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/condition_summary.csv
S8,B,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/paired_contrasts.csv
S8,B,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/seed_outcomes.csv
S8,B,source_index,,,,,,,,,,,source_data/prospective_input_validity/historical_run_validity.csv
S8,B,source_index,,,,,,,,,,,source_data/prospective_input_validity/summary.json
S8,C,source_index,,,,,,,,,,,source_data/figure2/feedback_gradient_runs.csv
S8,C,source_index,,,,,,,,,,,source_data/figure2/path_gain_dispersion_ladder_runs.csv
S8,C,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/audit.json
S8,C,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/condition_summary.csv
S8,C,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/paired_contrasts.csv
S8,C,source_index,,,,,,,,,,,source_data/mnist_feedback_ladder/seed_outcomes.csv
S8,C,source_index,,,,,,,,,,,source_data/prospective_input_validity/historical_run_validity.csv
S8,C,source_index,,,,,,,,,,,source_data/prospective_input_validity/summary.json
