figure,panel,record_type,series,x_label,x,y,ci_low,ci_high,n,inferential_unit,interval_type,endpoint,source_table
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_seed.csv
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_summary.csv
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_seed.csv
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_summary.csv
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_seed.csv
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_summary.csv
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_seed.csv
S3,A,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_summary.csv
S3,A,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/moment_scores.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_seed.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_summary.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_seed.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_summary.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_seed.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_summary.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_seed.csv
S3,B,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_summary.csv
S3,B,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/moment_scores.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_seed.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_summary.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_seed.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_summary.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_seed.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_summary.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_seed.csv
S3,C,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_summary.csv
S3,C,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/moment_scores.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_seed.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/depth_training_summary.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_seed.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/projection_phase_summary.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_seed.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/reliability_phase_summary.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_seed.csv
S3,D,source_index,,,,,,,,,,,source_data/credit_phase_theory/spectral_phase_summary.csv
S3,D,source_index,,,,,,,,,,,source_data/review_evidence_reanalysis/moment_scores.csv
S3,E,plotted,strict scalar,gradient cosine,0.0,0.02656833185176828,0.017221455766240533,0.03607145845979405,120,trained checkpoint,"95% checkpoint bootstrap (10,000 draws)","valid trained checkpoint, relative step 1e-5",source_data/prospective_input_validity/mechanism_checkpoint_rows_valid.csv
S3,E,plotted,per-neuron,gradient cosine,1.0,0.5861189821437018,0.5668942720247696,0.6054870613313654,120,trained checkpoint,"95% checkpoint bootstrap (10,000 draws)","valid trained checkpoint, relative step 1e-5",source_data/prospective_input_validity/mechanism_checkpoint_rows_valid.csv
S3,E,plotted,exact path,gradient cosine,2.0,0.9999999985741178,0.9999999853209892,1.000000012276419,120,trained checkpoint,"95% checkpoint bootstrap (10,000 draws)","valid trained checkpoint, relative step 1e-5",source_data/prospective_input_validity/mechanism_checkpoint_rows_valid.csv
